customer_id,customer_city,cohort,registration_date,days_since_registration,orders_count,avg_delivery_days,revenue,segment
119,Новосибирск,01/01/24,01/01/24,90,1,6.144444444444445,54793.31,one_time
120,Самара,01/01/24,01/01/24,90,,,,inactive
121,Челябинск,01/01/24,01/01/24,90,,,,inactive
122,Тюмень,01/01/24,01/01/24,90,,,,inactive
123,Нижний Новгород,01/01/24,01/01/24,90,1,5.154861111111111,3323.08,one_time
124,Ростов-на-Дону,01/01/24,01/01/24,90,1,5.0881944444444445,92581.52,one_time
125,Челябинск,01/01/24,01/01/24,90,1,6.166666666666667,4502.56,one_time
126,Москва,01/01/24,01/01/24,90,,,,inactive
127,Уфа,01/01/24,01/01/24,90,,,,inactive
128,Ижевск,01/01/24,01/01/24,90,,,,inactive
129,Пермь,01/01/24,01/01/24,90,1,4.870138888888889,20205.72,one_time
130,Москва,01/01/24,01/01/24,90,2,4.503125,29171.09,one_time
131,Воронеж,01/01/24,01/01/24,90,1,3.441666666666667,15869.5,one_time
132,Казань,01/01/24,01/01/24,90,,,,inactive
133,Тюмень,01/01/24,01/01/24,90,1,4.982638888888889,13082.38,one_time
134,,01/01/24,01/01/24,90,3,6.49212962962963,117855.14,regular
135,Волгоград,01/01/24,02/01/24,89,1,6.940972222222222,74409.77,one_time
136,Самара,01/01/24,02/01/24,89,3,6.885648148148149,74171.93,regular
137,Ростов-на-Дону,01/01/24,02/01/24,89,,,,inactive
138,Нижний Новгород,01/01/24,02/01/24,89,,,,inactive
139,Красноярск,01/01/24,02/01/24,89,,,,inactive
140,Омск,01/01/24,02/01/24,89,,,,inactive
141,Волгоград,01/01/24,02/01/24,89,,,,inactive
142,Саратов,01/01/24,02/01/24,89,,,,inactive
143,Казань,01/01/24,02/01/24,89,,,,inactive
144,Санкт-Петербург,01/01/24,02/01/24,89,2,4.266666666666667,54628.31,one_time
145,Воронеж,01/01/24,02/01/24,89,1,2.0375,34997.32,one_time
146,Уфа,01/01/24,02/01/24,89,1,2.9347222222222222,24540.95,one_time
147,Челябинск,01/01/24,02/01/24,89,,,,inactive
148,Тольятти,01/01/24,02/01/24,89,,,,inactive
149,Челябинск,01/01/24,02/01/24,89,,,,inactive
150,Ростов-на-Дону,01/01/24,02/01/24,89,,,,inactive
151,Самара,01/01/24,02/01/24,89,,,,inactive
152,Санкт-Петербург,01/01/24,02/01/24,89,,,,inactive
153,Тюмень,01/01/24,02/01/24,89,,,,inactive
154,Пермь,01/01/24,02/01/24,89,,,,inactive
155,Челябинск,01/01/24,02/01/24,89,1,6.825,37730.42,one_time
156,Воронеж,01/01/24,02/01/24,89,,,,inactive
157,Тюмень,01/01/24,02/01/24,89,2,4.401388888888889,144974.61,one_time
158,Казань,01/01/24,02/01/24,89,,,,inactive
159,Тюмень,01/01/24,02/01/24,89,1,2.1694444444444443,27854.54,one_time
160,Казань,01/01/24,02/01/24,89,,,,inactive
161,Казань,01/01/24,02/01/24,89,2,3.689236111111111,78487.17,one_time
162,Нижний Новгород,01/01/24,02/01/24,89,,,,inactive
163,Краснодар,01/01/24,02/01/24,89,,,,inactive
164,Челябинск,01/01/24,02/01/24,89,1,0.5416666666666666,12779.25,one_time
165,Пермь,01/01/24,02/01/24,89,,,,inactive
166,Новосибирск,01/01/24,02/01/24,89,,,,inactive
167,Самара,01/01/24,02/01/24,89,2,5.625,54950.58,one_time
168,,01/01/24,02/01/24,89,,,,inactive
169,Ижевск,01/01/24,02/01/24,89,,,,inactive
170,Нижний Новгород,01/01/24,02/01/24,89,1,4.0,1739.04,one_time
171,Красноярск,01/01/24,02/01/24,89,,,,inactive
172,Тюмень,01/01/24,02/01/24,89,3,3.7157407407407406,197942.63,regular
173,Москва,01/01/24,02/01/24,89,1,4.697222222222222,6375.72,one_time
174,Новосибирск,01/01/24,02/01/24,89,,,,inactive
175,Екатеринбург,01/01/24,02/01/24,89,,,,inactive
176,Новосибирск,01/01/24,02/01/24,89,,,,inactive
177,Санкт-Петербург,01/01/24,02/01/24,89,,,,inactive
178,Тюмень,01/01/24,02/01/24,89,1,2.0840277777777776,94719.13,one_time
179,Пермь,01/01/24,02/01/24,89,,,,inactive
180,Санкт-Петербург,01/01/24,02/01/24,89,,,,inactive
181,Москва,01/01/24,02/01/24,89,1,4.481944444444444,93505.34,one_time
182,Тольятти,01/01/24,02/01/24,89,1,4.777777777777778,61273.26,one_time
183,Челябинск,01/01/24,02/01/24,89,1,3.8256944444444443,116145.71,one_time
184,Ростов-на-Дону,01/01/24,02/01/24,89,3,5.638657407407408,25502.18,regular
185,Тольятти,01/01/24,02/01/24,89,1,5.471527777777778,63895.98,one_time
186,Волгоград,01/01/24,02/01/24,89,,,,inactive
187,Красноярск,01/01/24,02/01/24,89,,,,inactive
188,Воронеж,01/01/24,02/01/24,89,,,,inactive
189,Санкт-Петербург,01/01/24,02/01/24,89,,,,inactive
190,Саратов,01/01/24,02/01/24,89,,,,inactive
191,Ростов-на-Дону,01/01/24,02/01/24,89,,,,inactive
192,Тольятти,01/01/24,02/01/24,89,,,,inactive
193,Санкт-Петербург,01/01/24,02/01/24,89,1,3.827777777777778,101214.41,one_time
194,Тюмень,01/01/24,02/01/24,89,,,,inactive
195,Пермь,01/01/24,02/01/24,89,,,,inactive
196,Челябинск,01/01/24,02/01/24,89,1,1.3534722222222222,64554.65,one_time
197,Тюмень,01/01/24,02/01/24,89,,,,inactive
198,Уфа,01/01/24,02/01/24,89,2,5.295486111111111,63924.56,one_time
199,Санкт-Петербург,01/01/24,02/01/24,89,2,5.861458333333333,71427.51,one_time
200,Казань,01/01/24,02/01/24,89,1,4.477083333333334,35593.81,one_time
201,Тюмень,01/01/24,02/01/24,89,2,5.027430555555556,95857.19,one_time
202,Новосибирск,01/01/24,02/01/24,89,,,,inactive
203,Воронеж,01/01/24,02/01/24,89,,,,inactive
204,Екатеринбург,01/01/24,02/01/24,89,,,,inactive
205,Санкт-Петербург,01/01/24,02/01/24,89,,,,inactive
206,Челябинск,01/01/24,02/01/24,89,1,3.7618055555555556,86424.62,one_time
207,Челябинск,01/01/24,02/01/24,89,,,,inactive
208,Пермь,01/01/24,02/01/24,89,,,,inactive
209,Омск,01/01/24,02/01/24,89,,,,inactive
210,Пермь,01/01/24,02/01/24,89,,,,inactive
211,Москва,01/01/24,02/01/24,89,1,2.736111111111111,73358.7,one_time
212,Волгоград,01/01/24,02/01/24,89,,,,inactive
213,Краснодар,01/01/24,02/01/24,89,,,,inactive
214,Санкт-Петербург,01/01/24,02/01/24,89,,,,inactive
215,Москва,01/01/24,02/01/24,89,,,,inactive
216,Нижний Новгород,01/01/24,02/01/24,89,1,2.2993055555555557,20041.45,one_time
217,Нижний Новгород,01/01/24,02/01/24,89,,,,inactive
218,Омск,01/01/24,02/01/24,89,,,,inactive
219,Екатеринбург,01/01/24,02/01/24,89,1,7.042361111111111,4114.78,one_time
220,Челябинск,01/01/24,02/01/24,89,,,,inactive
221,Тюмень,01/01/24,02/01/24,89,,,,inactive
222,Казань,01/01/24,02/01/24,89,,,,inactive
223,Волгоград,01/01/24,02/01/24,89,,,,inactive
224,Уфа,01/01/24,02/01/24,89,1,3.1347222222222224,92396.8,one_time
225,Уфа,01/01/24,02/01/24,89,1,7.175694444444445,11624.87,one_time
226,Саратов,01/01/24,02/01/24,89,1,3.122916666666667,32248.02,one_time
227,Омск,01/01/24,02/01/24,89,,,,inactive
228,Новосибирск,01/01/24,02/01/24,89,1,2.216666666666667,36008.31,one_time
229,Санкт-Петербург,01/01/24,02/01/24,89,,,,inactive
230,Воронеж,01/01/24,02/01/24,89,,,,inactive
231,Ростов-на-Дону,01/01/24,02/01/24,89,2,3.9854166666666666,17571.49,one_time
232,Екатеринбург,01/01/24,02/01/24,89,,,,inactive
233,Москва,01/01/24,02/01/24,89,,,,inactive
234,Саратов,01/01/24,02/01/24,89,,,,inactive
235,Красноярск,01/01/24,02/01/24,89,1,6.322222222222222,34677.5,one_time
236,Нижний Новгород,01/01/24,03/01/24,88,2,5.4534722222222225,37515.93,one_time
237,Омск,01/01/24,03/01/24,88,,,,inactive
238,Москва,01/01/24,03/01/24,88,,,,inactive
239,Екатеринбург,01/01/24,03/01/24,88,1,5.891666666666667,38522.92,one_time
240,Ижевск,01/01/24,03/01/24,88,,,,inactive
241,Пермь,01/01/24,03/01/24,88,,,,inactive
242,Краснодар,01/01/24,03/01/24,88,2,3.557986111111111,82537.3,one_time
243,Омск,01/01/24,03/01/24,88,,,,inactive
244,Тюмень,01/01/24,03/01/24,88,3,4.318981481481482,81197.45,regular
245,Самара,01/01/24,03/01/24,88,,,,inactive
246,Уфа,01/01/24,03/01/24,88,1,5.215972222222222,15268.14,one_time
247,Казань,01/01/24,03/01/24,88,,,,inactive
248,Самара,01/01/24,03/01/24,88,,,,inactive
249,Красноярск,01/01/24,03/01/24,88,1,5.368055555555555,51928.19,one_time
250,Ижевск,01/01/24,03/01/24,88,1,1.2409722222222221,40620.49,one_time
251,Уфа,01/01/24,03/01/24,88,,,,inactive
252,Новосибирск,01/01/24,03/01/24,88,1,7.127083333333333,28317.52,one_time
253,Омск,01/01/24,03/01/24,88,,,,inactive
254,Нижний Новгород,01/01/24,03/01/24,88,,,,inactive
255,Омск,01/01/24,03/01/24,88,,,,inactive
256,Москва,01/01/24,03/01/24,88,1,3.2416666666666667,4739.5,one_time
257,Нижний Новгород,01/01/24,03/01/24,88,,,,inactive
258,Пермь,01/01/24,03/01/24,88,,,,inactive
259,Уфа,01/01/24,03/01/24,88,,,,inactive
260,Омск,01/01/24,03/01/24,88,,,,inactive
261,Новосибирск,01/01/24,03/01/24,88,,,,inactive
262,Челябинск,01/01/24,03/01/24,88,,,,inactive
263,Уфа,01/01/24,03/01/24,88,,,,inactive
264,Уфа,01/01/24,03/01/24,88,,,,inactive
265,Омск,01/01/24,03/01/24,88,1,5.461111111111111,33688.51,one_time
266,Челябинск,01/01/24,03/01/24,88,3,6.270833333333333,169502.86,regular
267,Москва,01/01/24,03/01/24,88,,,,inactive
268,Ижевск,01/01/24,03/01/24,88,,,,inactive
269,Тольятти,01/01/24,03/01/24,88,1,2.9555555555555557,25326.36,one_time
270,Омск,01/01/24,03/01/24,88,2,4.308333333333334,102003.28,one_time
271,Казань,01/01/24,03/01/24,88,,,,inactive
272,Москва,01/01/24,03/01/24,88,,,,inactive
273,Пермь,01/01/24,03/01/24,88,,,,inactive
274,Пермь,01/01/24,03/01/24,88,,,,inactive
275,Челябинск,01/01/24,03/01/24,88,1,3.451388888888889,23732.46,one_time
276,Новосибирск,01/01/24,03/01/24,88,2,4.596527777777778,100831.37,one_time
277,Москва,01/01/24,03/01/24,88,1,7.104861111111111,84062.93,one_time
278,Краснодар,01/01/24,03/01/24,88,1,2.8055555555555554,70540.7,one_time
279,Ростов-на-Дону,01/01/24,03/01/24,88,2,5.725694444444445,86377.46,one_time
280,Ижевск,01/01/24,03/01/24,88,,,,inactive
281,Новосибирск,01/01/24,03/01/24,88,,,,inactive
282,Ростов-на-Дону,01/01/24,03/01/24,88,1,7.00625,39121.42,one_time
283,Омск,01/01/24,03/01/24,88,,,,inactive
284,Тюмень,01/01/24,03/01/24,88,,,,inactive
285,Самара,01/01/24,03/01/24,88,3,4.241666666666666,82446.92,regular
286,Казань,01/01/24,03/01/24,88,,,,inactive
287,Пермь,01/01/24,03/01/24,88,,,,inactive
288,Воронеж,01/01/24,03/01/24,88,,,,inactive
289,Волгоград,01/01/24,03/01/24,88,,,,inactive
290,Новосибирск,01/01/24,03/01/24,88,,,,inactive
291,Москва,01/01/24,03/01/24,88,3,2.200462962962963,85766.0,regular
292,Нижний Новгород,01/01/24,03/01/24,88,1,1.35,23979.29,one_time
293,Москва,01/01/24,03/01/24,88,,,,inactive
294,Воронеж,01/01/24,03/01/24,88,1,3.670138888888889,45220.14,one_time
295,Санкт-Петербург,01/01/24,03/01/24,88,,,,inactive
296,Ижевск,01/01/24,03/01/24,88,2,4.726388888888889,79857.43,one_time
297,Ростов-на-Дону,01/01/24,03/01/24,88,1,5.402777777777778,7841.32,one_time
298,Новосибирск,01/01/24,03/01/24,88,,,,inactive
299,Новосибирск,01/01/24,03/01/24,88,1,3.8534722222222224,66533.09,one_time
300,Омск,01/01/24,03/01/24,88,,,,inactive
301,Красноярск,01/01/24,03/01/24,88,,,,inactive
302,Ростов-на-Дону,01/01/24,03/01/24,88,1,5.4743055555555555,12605.73,one_time
303,Челябинск,01/01/24,03/01/24,88,,,,inactive
304,Ижевск,01/01/24,03/01/24,88,1,5.379861111111111,1487.7,one_time
305,Саратов,01/01/24,03/01/24,88,1,5.913194444444445,72833.86,one_time
306,Пермь,01/01/24,03/01/24,88,,,,inactive
307,Новосибирск,01/01/24,03/01/24,88,1,6.997222222222222,58696.86,one_time
308,Волгоград,01/01/24,03/01/24,88,,,,inactive
309,Пермь,01/01/24,03/01/24,88,1,4.154861111111111,74456.17,one_time
310,Самара,01/01/24,03/01/24,88,,,,inactive
311,Нижний Новгород,01/01/24,03/01/24,88,,,,inactive
312,Красноярск,01/01/24,03/01/24,88,,,,inactive
313,Воронеж,01/01/24,03/01/24,88,,,,inactive
314,Челябинск,01/01/24,03/01/24,88,,,,inactive
315,Тюмень,01/01/24,03/01/24,88,2,3.788194444444444,60405.39,one_time
316,Санкт-Петербург,01/01/24,03/01/24,88,1,5.532638888888889,16246.82,one_time
317,Ростов-на-Дону,01/01/24,03/01/24,88,,,,inactive
318,Нижний Новгород,01/01/24,03/01/24,88,1,2.6590277777777778,29058.6,one_time
319,Нижний Новгород,01/01/24,03/01/24,88,2,4.169097222222222,35200.21,one_time
320,Уфа,01/01/24,03/01/24,88,2,5.445833333333333,135036.41,one_time
321,Самара,01/01/24,03/01/24,88,,,,inactive
322,Новосибирск,01/01/24,03/01/24,88,,,,inactive
323,Воронеж,01/01/24,03/01/24,88,1,3.0319444444444446,4969.04,one_time
324,Красноярск,01/01/24,03/01/24,88,,,,inactive
325,Тюмень,01/01/24,03/01/24,88,1,5.218055555555556,40072.77,one_time
326,Ростов-на-Дону,01/01/24,03/01/24,88,,,,inactive
327,Новосибирск,01/01/24,03/01/24,88,,,,inactive
328,Челябинск,01/01/24,03/01/24,88,1,6.604861111111111,11545.54,one_time
329,Нижний Новгород,01/01/24,03/01/24,88,1,4.0,32619.54,one_time
330,Санкт-Петербург,01/01/24,03/01/24,88,,,,inactive
331,Тюмень,01/01/24,03/01/24,88,1,5.845138888888889,2613.21,one_time
332,Тольятти,01/01/24,03/01/24,88,1,7.690972222222222,10104.29,one_time
333,Тюмень,01/01/24,03/01/24,88,,,,inactive
334,Ижевск,01/01/24,03/01/24,88,,,,inactive
335,Саратов,01/01/24,03/01/24,88,,,,inactive
336,Казань,01/01/24,03/01/24,88,,,,inactive
337,Саратов,01/01/24,03/01/24,88,,,,inactive
338,Краснодар,01/01/24,04/01/24,87,,,,inactive
339,Казань,01/01/24,04/01/24,87,1,7.297916666666667,11405.64,one_time
340,Санкт-Петербург,01/01/24,04/01/24,87,,,,inactive
341,Ижевск,01/01/24,04/01/24,87,1,6.321527777777778,71252.99,one_time
342,Пермь,01/01/24,04/01/24,87,,,,inactive
343,Красноярск,01/01/24,04/01/24,87,,,,inactive
344,Новосибирск,01/01/24,04/01/24,87,,,,inactive
345,Екатеринбург,01/01/24,04/01/24,87,1,2.2583333333333333,2090.42,one_time
346,Красноярск,01/01/24,04/01/24,87,,,,inactive
347,Омск,01/01/24,04/01/24,87,1,4.924305555555556,34806.45,one_time
348,Тольятти,01/01/24,04/01/24,87,1,1.867361111111111,36452.23,one_time
349,Челябинск,01/01/24,04/01/24,87,,,,inactive
350,Санкт-Петербург,01/01/24,04/01/24,87,,,,inactive
351,Тюмень,01/01/24,04/01/24,87,,,,inactive
352,Екатеринбург,01/01/24,04/01/24,87,1,8.348611111111111,3696.24,one_time
353,Нижний Новгород,01/01/24,04/01/24,87,,,,inactive
354,Уфа,01/01/24,04/01/24,87,,,,inactive
355,Екатеринбург,01/01/24,04/01/24,87,,,,inactive
356,Уфа,01/01/24,04/01/24,87,2,4.284722222222222,23262.41,one_time
357,Москва,01/01/24,04/01/24,87,3,4.896527777777778,100871.07,regular
358,Челябинск,01/01/24,04/01/24,87,,,,inactive
359,Воронеж,01/01/24,04/01/24,87,,,,inactive
360,Уфа,01/01/24,04/01/24,87,,,,inactive
361,Москва,01/01/24,04/01/24,87,,,,inactive
362,Ростов-на-Дону,01/01/24,04/01/24,87,2,3.8565972222222222,110550.72,one_time
363,Екатеринбург,01/01/24,04/01/24,87,,,,inactive
364,Новосибирск,01/01/24,04/01/24,87,,,,inactive
365,Воронеж,01/01/24,04/01/24,87,2,3.426388888888889,59115.97,one_time
366,Екатеринбург,01/01/24,04/01/24,87,,,,inactive
367,Красноярск,01/01/24,04/01/24,87,,,,inactive
368,Красноярск,01/01/24,04/01/24,87,,,,inactive
369,Челябинск,01/01/24,04/01/24,87,,,,inactive
370,Саратов,01/01/24,04/01/24,87,,,,inactive
371,Казань,01/01/24,04/01/24,87,1,9.191666666666666,18216.68,one_time
372,Ижевск,01/01/24,04/01/24,87,,,,inactive
373,Уфа,01/01/24,04/01/24,87,2,4.6871527777777775,140480.14,one_time
374,Омск,01/01/24,04/01/24,87,,,,inactive
375,Казань,01/01/24,04/01/24,87,,,,inactive
376,Екатеринбург,01/01/24,04/01/24,87,,,,inactive
377,Казань,01/01/24,04/01/24,87,,,,inactive
378,Красноярск,01/01/24,04/01/24,87,,,,inactive
379,,01/01/24,04/01/24,87,1,6.352083333333334,15868.36,one_time
380,Ростов-на-Дону,01/01/24,04/01/24,87,,,,inactive
381,Санкт-Петербург,01/01/24,04/01/24,87,,,,inactive
382,Краснодар,01/01/24,04/01/24,87,1,4.584027777777778,18409.25,one_time
383,Краснодар,01/01/24,04/01/24,87,1,5.461805555555555,54930.47,one_time
384,Саратов,01/01/24,04/01/24,87,,,,inactive
385,Тюмень,01/01/24,04/01/24,87,,,,inactive
386,Краснодар,01/01/24,04/01/24,87,,,,inactive
387,Уфа,01/01/24,04/01/24,87,,,,inactive
388,Санкт-Петербург,01/01/24,04/01/24,87,,,,inactive
389,Челябинск,01/01/24,04/01/24,87,,,,inactive
390,Нижний Новгород,01/01/24,04/01/24,87,1,3.216666666666667,42724.13,one_time
391,Ижевск,01/01/24,04/01/24,87,,,,inactive
392,Тюмень,01/01/24,04/01/24,87,2,5.021527777777777,46557.56,one_time
393,Санкт-Петербург,01/01/24,04/01/24,87,2,6.709722222222222,90019.86,one_time
394,Екатеринбург,01/01/24,04/01/24,87,1,1.1881944444444446,13967.32,one_time
395,Казань,01/01/24,04/01/24,87,,,,inactive
396,Краснодар,01/01/24,04/01/24,87,,,,inactive
397,Челябинск,01/01/24,04/01/24,87,,,,inactive
398,Омск,01/01/24,04/01/24,87,1,3.5861111111111112,19194.24,one_time
399,Тольятти,01/01/24,04/01/24,87,,,,inactive
400,Ижевск,01/01/24,04/01/24,87,1,8.3625,92144.65,one_time
401,Тольятти,01/01/24,04/01/24,87,,,,inactive
402,Санкт-Петербург,01/01/24,04/01/24,87,,,,inactive
403,Санкт-Петербург,01/01/24,04/01/24,87,,,,inactive
404,Нижний Новгород,01/01/24,04/01/24,87,,,,inactive
405,Пермь,01/01/24,04/01/24,87,1,2.1638888888888888,31325.08,one_time
406,Пермь,01/01/24,04/01/24,87,1,5.5625,11442.58,one_time
407,Омск,01/01/24,04/01/24,87,1,6.5777777777777775,38870.37,one_time
408,Нижний Новгород,01/01/24,04/01/24,87,3,6.221296296296296,101541.14,regular
409,Челябинск,01/01/24,04/01/24,87,,,,inactive
410,Волгоград,01/01/24,04/01/24,87,2,4.917361111111111,53525.4,one_time
411,Челябинск,01/01/24,04/01/24,87,,,,inactive
412,Тюмень,01/01/24,04/01/24,87,,,,inactive
