customer_id,customer_city,order_id,order_status,order_delivered_customer_time,how_late_days
71,Самара,1533,Returned,31/03/24 23:59,38.46038086729167
72,Уфа,2390,Delivered,07/03/24 17:12,2.9166666666666665
73,Уфа,1315,Delivered,20/02/24 07:50,0.6583333333333333
74,Волгоград,1456,Returned,31/03/24 23:59,38.243108835659726
74,Волгоград,1458,Delivered,23/02/24 07:24,0.18541666666666667
74,Волгоград,1461,In Transit,31/03/24 23:59,38.226588408865744
79,Ижевск,1396,In Transit,31/03/24 23:59,39.685492375578704
79,Ижевск,1399,Delivered,20/02/24 16:40,-0.9451388888888889
80,Саратов,621,In Transit,31/03/24 23:59,55.126332528206014
81,Новосибирск,1642,In Transit,31/03/24 23:59,35.255788557708335
81,Новосибирск,2448,Delivered,06/03/24 16:11,1.6194444444444445
82,Екатеринбург,2816,Delivered,13/03/24 21:04,0.3020833333333333
87,Воронеж,22,Delivered,09/01/24 21:44,0.60625
87,Воронеж,705,Delivered,07/02/24 19:25,3.1166666666666667
90,Ижевск,2904,Delivered,10/03/24 01:36,-0.8527777777777777
90,Ижевск,4300,Delivered,27/03/24 01:54,0.1951388888888889
90,Ижевск,4988,Returned,31/03/24 23:59,-6.781979171296297
91,Ростов-на-Дону,1147,Delivered,15/02/24 22:43,0.3972222222222222
91,Ростов-на-Дону,1148,In Transit,31/03/24 23:59,42.38249368701389
91,Ростов-на-Дону,1149,In Transit,31/03/24 23:59,42.41896632950231
91,Ростов-на-Дону,1150,Returned,31/03/24 23:59,43.54702866387731
92,Красноярск,90,Delivered,18/01/24 20:48,2.5444444444444443
93,Волгоград,377,Delivered,29/01/24 04:58,1.4340277777777777
96,Москва,10,Delivered,11/01/24 03:42,0.7375
96,Москва,11,Delivered,07/01/24 17:57,1.7472222222222222
100,Уфа,226,Delivered,26/01/24 05:32,1.2020833333333334
100,Уфа,227,Delivered,24/01/24 23:37,1.5375
100,Уфа,3226,Delivered,16/03/24 00:12,-0.10694444444444444
101,Нижний Новгород,3440,Delivered,20/03/24 07:59,-0.29375
102,Ростов-на-Дону,18,Delivered,12/01/24 13:28,3.515277777777778
102,Ростов-на-Дону,19,Delivered,09/01/24 22:20,1.3444444444444446
103,Нижний Новгород,5,In Transit,31/03/24 23:59,86.38753032603009
103,Нижний Новгород,4720,Delivered,04/04/24 09:20,3.623611111111111
104,Нижний Новгород,196,In Transit,31/03/24 23:59,68.11713977356482
105,Ростов-на-Дону,43,Returned,31/03/24 23:59,79.17533793446759
105,Ростов-на-Дону,44,Returned,31/03/24 23:59,79.2299600046875
107,Тольятти,1158,Returned,31/03/24 23:59,39.67635238326389
107,Тольятти,1160,In Transit,31/03/24 23:59,45.18823961678241
107,Тольятти,1161,Delivered,18/02/24 03:55,-1.0
107,Тольятти,1164,In Transit,31/03/24 23:59,43.962263316759255
107,Тольятти,1338,Delivered,19/02/24 17:19,1.0159722222222223
108,Ростов-на-Дону,4232,Returned,31/03/24 23:59,4.925902208368056
108,Ростов-на-Дону,4682,In Transit,31/03/24 23:59,-0.9345510436689815
111,Воронеж,4888,Returned,31/03/24 23:59,-5.839200757638889
112,Саратов,3131,Returned,31/03/24 23:59,15.501959597233796
114,Екатеринбург,2613,Delivered,06/03/24 23:16,-0.18333333333333332
115,Санкт-Петербург,4635,Delivered,03/04/24 02:05,1.8840277777777779
115,Санкт-Петербург,4639,In Transit,31/03/24 23:59,2.058770439097222
117,Москва,361,Returned,31/03/24 23:59,59.63392622446759
118,Тюмень,1503,Delivered,20/02/24 11:58,-0.06111111111111111
119,Новосибирск,2366,Delivered,08/03/24 21:44,2.8333333333333335
120,Самара,1312,In Transit,31/03/24 23:59,43.39235629961805
123,Нижний Новгород,809,Delivered,11/02/24 00:46,1.7652777777777777
124,Ростов-на-Дону,244,Delivered,25/01/24 13:25,1.136111111111111
125,Челябинск,4468,Delivered,01/04/24 12:06,1.288888888888889
127,Уфа,2204,Returned,31/03/24 23:59,28.099217338796297
129,Пермь,2459,Delivered,09/03/24 05:57,1.5611111111111111
130,Москва,3963,Delivered,25/03/24 18:33,-0.65
130,Москва,3964,Delivered,25/03/24 23:49,1.707638888888889
131,Воронеж,690,In Transit,31/03/24 23:59,55.194793667951394
131,Воронеж,691,Delivered,06/02/24 07:03,1.8979166666666667
132,Казань,97,Returned,31/03/24 23:59,71.3556540680787
133,Тюмень,3941,Delivered,25/03/24 19:37,-0.6916666666666667
134,,3549,Delivered,21/03/24 02:57,1.7055555555555555
134,,3551,Returned,31/03/24 23:59,11.927400665763889
134,,4991,Delivered,07/04/24 23:23,1.8263888888888888
134,,4992,Delivered,07/04/24 22:33,1.86875
135,Волгоград,7,Returned,31/03/24 23:59,82.55701115346065
135,Волгоград,5053,Delivered,07/04/24 13:53,1.2743055555555556
136,Самара,3516,Delivered,23/03/24 23:55,2.6277777777777778
136,Самара,3518,Delivered,23/03/24 08:26,0.8465277777777778
136,Самара,3519,Delivered,23/03/24 01:48,1.2520833333333334
137,Ростов-на-Дону,109,In Transit,31/03/24 23:59,74.27943867446758
137,Ростов-на-Дону,110,Returned,31/03/24 23:59,74.288927176875
138,Нижний Новгород,2443,Returned,31/03/24 23:59,25.030672163796293
139,Красноярск,921,In Transit,31/03/24 23:59,50.30533514368056
142,Саратов,350,Returned,31/03/24 23:59,60.84027669518519
144,Санкт-Петербург,407,Delivered,28/01/24 16:13,0.6631944444444444
144,Санкт-Петербург,408,Delivered,01/02/24 21:09,1.75
145,Воронеж,4093,In Transit,31/03/24 23:59,5.276823189189815
145,Воронеж,4096,Delivered,24/03/24 14:11,-0.5423611111111111
146,Уфа,754,Delivered,07/02/24 11:35,1.6
148,Тольятти,245,In Transit,31/03/24 23:59,66.13745645017362
153,Тюмень,3456,In Transit,31/03/24 23:59,10.374372538993056
155,Челябинск,439,Delivered,03/02/24 13:04,0.9611111111111111
156,Воронеж,48,Returned,31/03/24 23:59,79.26908555847221
157,Тюмень,390,Delivered,29/01/24 06:30,-0.20902777777777778
157,Тюмень,391,Delivered,30/01/24 17:40,1.5368055555555555
159,Тюмень,1559,In Transit,31/03/24 23:59,37.80169332201389
159,Тюмень,2214,In Transit,31/03/24 23:59,26.129075033229164
159,Тюмень,2215,Returned,31/03/24 23:59,28.1061564487037
159,Тюмень,2219,Delivered,02/03/24 18:22,0.11944444444444445
161,Казань,912,Delivered,09/02/24 21:30,-0.9868055555555556
161,Казань,914,Delivered,12/02/24 21:53,1.0930555555555554
164,Челябинск,268,Delivered,22/01/24 02:25,-0.8319444444444445
166,Новосибирск,1865,In Transit,31/03/24 23:59,32.01839308806713
167,Самара,1796,Delivered,29/02/24 01:50,2.44375
167,Самара,3829,Delivered,25/03/24 08:45,0.12291666666666666
169,Ижевск,269,Returned,31/03/24 23:59,64.13808466660879
169,Ижевск,2960,In Transit,31/03/24 23:59,15.734683171284722
170,Нижний Новгород,38,Delivered,12/01/24 13:12,2.4138888888888888
171,Красноярск,2528,Returned,31/03/24 23:59,22.10997262650463
172,Тюмень,2,Delivered,06/01/24 17:28,-0.08541666666666667
172,Тюмень,3,Delivered,05/01/24 19:10,1.3583333333333334
172,Тюмень,1979,Delivered,01/03/24 05:55,0.49722222222222223
173,Москва,106,Delivered,18/01/24 10:50,0.86875
173,Москва,108,In Transit,31/03/24 23:59,75.14479115622684
177,Санкт-Петербург,34,In Transit,31/03/24 23:59,78.80104382274305
177,Санкт-Петербург,35,Returned,31/03/24 23:59,77.22391482707175
177,Санкт-Петербург,2226,In Transit,31/03/24 23:59,29.068065454583337
178,Тюмень,806,Delivered,07/02/24 22:07,1.0215277777777778
179,Пермь,1808,Returned,31/03/24 23:59,32.81621071898148
179,Пермь,1811,Returned,31/03/24 23:59,30.266391130752314
181,Москва,2304,Delivered,06/03/24 04:57,-0.6972222222222222
182,Тольятти,9,Delivered,09/01/24 06:54,-0.8618055555555556
183,Челябинск,1703,Delivered,26/02/24 05:55,2.361111111111111
184,Ростов-на-Дону,1058,Delivered,17/02/24 02:40,1.5444444444444445
184,Ростов-на-Дону,1059,Delivered,15/02/24 02:19,1.4708333333333334
184,Ростов-на-Дону,1060,Delivered,16/02/24 11:08,1.98125
185,Тольятти,3278,Delivered,19/03/24 07:45,0.3298611111111111
185,Тольятти,3279,In Transit,31/03/24 23:59,14.715470045567129
186,Волгоград,8,In Transit,31/03/24 23:59,81.65509604259259
193,Санкт-Петербург,1251,Delivered,18/02/24 11:07,1.3222222222222222
193,Санкт-Петербург,4252,Returned,31/03/24 23:59,1.0146647069212962
193,Санкт-Петербург,4253,Returned,31/03/24 23:59,2.7761584658333334
196,Челябинск,2205,Delivered,01/03/24 20:39,-0.46041666666666664
198,Уфа,293,Delivered,28/01/24 06:48,0.6763888888888889
198,Уфа,294,Returned,31/03/24 23:59,64.23114607770833
198,Уфа,2064,Returned,31/03/24 23:59,26.927143045775463
198,Уфа,2435,In Transit,31/03/24 23:59,25.56299109502315
198,Уфа,2438,In Transit,31/03/24 23:59,24.98387789616898
198,Уфа,2439,Delivered,08/03/24 10:35,1.882638888888889
198,Уфа,2440,Returned,31/03/24 23:59,21.27007016
199,Санкт-Петербург,2182,Delivered,04/03/24 09:00,-0.16944444444444445
199,Санкт-Петербург,2186,Delivered,07/03/24 02:43,3.948611111111111
200,Казань,4508,Delivered,31/03/24 00:38,0.95
201,Тюмень,1429,Delivered,23/02/24 00:05,1.6465277777777778
201,Тюмень,1433,Delivered,22/02/24 05:49,1.9583333333333333
201,Тюмень,3573,In Transit,31/03/24 23:59,11.665729449166667
203,Воронеж,335,In Transit,31/03/24 23:59,66.32533252064815
205,Санкт-Петербург,17,In Transit,31/03/24 23:59,83.1772220227199
206,Челябинск,159,Delivered,20/01/24 09:35,0.75625
206,Челябинск,160,Returned,31/03/24 23:59,71.9499571854051
206,Челябинск,2764,In Transit,31/03/24 23:59,20.73469192298611
210,Пермь,1839,Returned,31/03/24 23:59,31.814706626550926
211,Москва,2037,Delivered,01/03/24 02:45,0.5263888888888889
212,Волгоград,230,In Transit,31/03/24 23:59,69.65569357756945
215,Москва,3283,In Transit,31/03/24 23:59,15.356591251446758
216,Нижний Новгород,3555,Delivered,19/03/24 01:12,-0.90625
219,Екатеринбург,3930,Delivered,27/03/24 19:09,1.4770833333333333
220,Челябинск,2987,Returned,31/03/24 23:59,13.997446040891203
224,Уфа,2350,Delivered,05/03/24 18:27,1.9340277777777777
225,Уфа,3814,Delivered,26/03/24 19:17,1.2041666666666666
226,Саратов,207,In Transit,31/03/24 23:59,68.29263575746528
226,Саратов,4821,Delivered,01/04/24 18:02,1.1701388888888888
227,Омск,4350,In Transit,31/03/24 23:59,1.863050087488426
228,Новосибирск,1511,Delivered,20/02/24 23:26,-0.9527777777777777
230,Воронеж,1654,Returned,31/03/24 23:59,35.70691219099537
230,Воронеж,5058,In Transit,31/03/24 23:59,-5.296605634421296
231,Ростов-на-Дону,1927,Delivered,28/02/24 23:35,1.5680555555555555
231,Ростов-на-Дону,1928,Delivered,01/03/24 02:08,1.2555555555555555
232,Екатеринбург,91,Returned,31/03/24 23:59,
232,Екатеринбург,2426,Returned,31/03/24 23:59,21.843570046828702
232,Екатеринбург,4302,Returned,31/03/24 23:59,-0.2442588774652778
233,Москва,678,In Transit,31/03/24 23:59,55.099587499155085
235,Красноярск,693,Delivered,09/02/24 04:49,1.2159722222222222
236,Нижний Новгород,1094,Returned,31/03/24 23:59,42.27626439043981
236,Нижний Новгород,2428,Delivered,08/03/24 07:32,2.339583333333333
236,Нижний Новгород,2431,Delivered,10/03/24 00:23,3.640277777777778
237,Омск,1652,In Transit,31/03/24 23:59,34.4978112084375
237,Омск,1912,In Transit,31/03/24 23:59,30.250128987013888
239,Екатеринбург,338,Delivered,29/01/24 15:32,1.3958333333333333
241,Пермь,2444,In Transit,31/03/24 23:59,23.904209379652777
242,Краснодар,3201,Delivered,19/03/24 05:06,1.5034722222222223
242,Краснодар,3205,Delivered,14/03/24 21:49,-0.07152777777777777
244,Тюмень,3046,Delivered,15/03/24 05:24,-0.84375
244,Тюмень,3048,Delivered,17/03/24 10:50,0.5263888888888889
244,Тюмень,3052,In Transit,31/03/24 23:59,17.71714625513889
244,Тюмень,3054,Delivered,15/03/24 01:12,0.7569444444444444
246,Уфа,143,Delivered,21/01/24 01:28,1.1055555555555556
249,Красноярск,2804,Delivered,14/03/24 00:02,0.11666666666666667
250,Ижевск,388,Delivered,26/01/24 19:14,-0.19375
251,Уфа,583,In Transit,31/03/24 23:59,54.568458185231485
252,Новосибирск,1075,Delivered,17/02/24 22:07,1.3569444444444445
256,Москва,1347,In Transit,31/03/24 23:59,39.75198185619213
256,Москва,2656,Delivered,09/03/24 19:52,-0.7465277777777778
256,Москва,2657,Returned,31/03/24 23:59,18.770105254421296
262,Челябинск,3194,Returned,31/03/24 23:59,12.413764535300928
265,Омск,1421,Delivered,22/02/24 23:18,1.242361111111111
266,Челябинск,1481,Delivered,27/02/24 22:26,3.5097222222222224
266,Челябинск,3309,Delivered,21/03/24 07:37,1.0597222222222222
266,Челябинск,4464,Delivered,28/03/24 09:54,0.4888888888888889
268,Ижевск,2404,Returned,31/03/24 23:59,23.89780860434028
269,Тольятти,1015,Delivered,12/02/24 16:58,1.0368055555555555
269,Тольятти,1021,Returned,31/03/24 23:59,44.67191920677084
270,Омск,312,Delivered,24/01/24 07:02,-0.25069444444444444
270,Омск,982,Delivered,16/02/24 12:13,2.1145833333333335
271,Казань,241,In Transit,31/03/24 23:59,68.83855308064815
275,Челябинск,3952,Delivered,24/03/24 08:05,-0.7840277777777778
276,Новосибирск,821,Delivered,13/02/24 10:41,1.604861111111111
276,Новосибирск,824,Delivered,08/02/24 14:19,0.9715277777777778
277,Москва,3907,Delivered,27/03/24 17:47,1.48125
278,Краснодар,41,Returned,31/03/24 23:59,79.9459899084838
278,Краснодар,42,Delivered,11/01/24 10:41,-0.7388888888888889
279,Ростов-на-Дону,2638,Delivered,11/03/24 23:19,1.6409722222222223
279,Ростов-на-Дону,4272,Delivered,30/03/24 08:00,0.5659722222222222
282,Ростов-на-Дону,922,Delivered,14/02/24 19:13,1.8729166666666666
282,Ростов-на-Дону,923,In Transit,31/03/24 23:59,50.40829921109953
282,Ростов-на-Дону,924,In Transit,31/03/24 23:59,49.94826962899306
285,Самара,1520,Delivered,24/02/24 01:43,-0.7034722222222223
285,Самара,1522,Returned,31/03/24 23:59,36.451091298993056
285,Самара,2168,Delivered,03/03/24 17:09,-0.7777777777777778
285,Самара,2169,Delivered,03/03/24 06:11,0.6236111111111111
285,Самара,2170,In Transit,31/03/24 23:59,27.9676004678125
285,Самара,4324,In Transit,31/03/24 23:59,3.057663895185185
287,Пермь,343,In Transit,31/03/24 23:59,64.4427273496875
291,Москва,1284,Delivered,17/02/24 01:12,-0.41041666666666665
291,Москва,1285,Delivered,19/02/24 04:01,-0.3173611111111111
291,Москва,3303,Delivered,15/03/24 11:04,-0.32569444444444445
292,Нижний Новгород,83,Delivered,13/01/24 21:32,-0.24027777777777778
294,Воронеж,857,Delivered,10/02/24 08:24,1.33125
296,Ижевск,242,Delivered,25/01/24 09:20,3.1979166666666665
296,Ижевск,243,In Transit,31/03/24 23:59,66.46254329505787
296,Ижевск,3953,Delivered,25/03/24 10:03,2.520138888888889
297,Ростов-на-Дону,127,Delivered,20/01/24 06:43,0.19236111111111112
297,Ростов-на-Дону,129,Returned,31/03/24 23:59,72.8458575075926
299,Новосибирск,126,Delivered,18/01/24 16:38,1.8916666666666666
301,Красноярск,301,In Transit,31/03/24 23:59,67.22890094778936
302,Ростов-на-Дону,2195,Returned,31/03/24 23:59,26.502779033738424
302,Ростов-на-Дону,3001,Delivered,16/03/24 06:39,1.88125
302,Ростов-на-Дону,3839,Returned,31/03/24 23:59,4.495723328425926
304,Ижевск,4437,Delivered,31/03/24 03:12,0.09305555555555556
305,Саратов,2067,In Transit,31/03/24 23:59,29.3464300390625
305,Саратов,2069,Delivered,04/03/24 11:21,2.551388888888889
306,Пермь,3010,In Transit,31/03/24 23:59,18.65967254269676
307,Новосибирск,357,Delivered,31/01/24 12:17,1.2319444444444445
307,Новосибирск,2781,In Transit,31/03/24 23:59,18.19240578309028
308,Волгоград,3501,In Transit,31/03/24 23:59,11.825596319247685
309,Пермь,1734,Delivered,26/02/24 17:53,-0.45
311,Нижний Новгород,3431,Returned,31/03/24 23:59,10.521897385729167
311,Нижний Новгород,3432,In Transit,31/03/24 23:59,12.055442049305555
311,Нижний Новгород,3434,In Transit,31/03/24 23:59,10.493593903402777
313,Воронеж,861,In Transit,31/03/24 23:59,49.55573881726852
315,Тюмень,56,Delivered,12/01/24 14:33,0.08611111111111111
315,Тюмень,521,Delivered,04/02/24 18:26,1.0083333333333333
315,Тюмень,523,In Transit,31/03/24 23:59,57.93549582436342
316,Санкт-Петербург,15,Returned,31/03/24 23:59,80.91932051840278
316,Санкт-Петербург,1599,Delivered,26/02/24 01:51,0.3902777777777778
318,Нижний Новгород,889,Delivered,10/02/24 02:49,-0.0625
319,Нижний Новгород,1513,Delivered,21/02/24 12:36,-0.39652777777777776
319,Нижний Новгород,1518,Delivered,24/02/24 10:03,2.876388888888889
320,Уфа,192,Delivered,24/01/24 06:37,3.2708333333333335
320,Уфа,836,Returned,31/03/24 23:59,50.4628092909838
320,Уфа,837,Delivered,11/02/24 15:05,1.7152777777777777
320,Уфа,841,In Transit,31/03/24 23:59,49.88925111245371
320,Уфа,1909,In Transit,31/03/24 23:59,31.381906786793984
320,Уфа,2918,Returned,31/03/24 23:59,16.04354557130787
322,Новосибирск,235,Returned,31/03/24 23:59,67.18156405645833
322,Новосибирск,239,Returned,31/03/24 23:59,68.28256947141203
323,Воронеж,4759,Delivered,31/03/24 20:51,1.45
325,Тюмень,2736,Delivered,12/03/24 18:35,1.988888888888889
328,Челябинск,286,Delivered,28/01/24 10:36,1.2479166666666666
329,Нижний Новгород,558,Delivered,04/02/24 09:05,1.4284722222222221
331,Тюмень,1126,Delivered,18/02/24 07:28,1.9131944444444444
332,Тольятти,84,Delivered,20/01/24 06:37,-1.0
333,Тюмень,2392,In Transit,31/03/24 23:59,24.16114644986111
336,Казань,838,In Transit,31/03/24 23:59,50.268994440914355
336,Казань,839,Returned,31/03/24 23:59,49.30766364061343
339,Казань,12,Returned,31/03/24 23:59,81.3608724219213
339,Казань,3485,Delivered,23/03/24 16:24,1.7569444444444444
340,Санкт-Петербург,375,Returned,31/03/24 23:59,61.96644436671296
340,Санкт-Петербург,1188,Returned,31/03/24 23:59,41.6798290153125
341,Ижевск,1326,Delivered,21/02/24 22:05,1.8652777777777778
343,Красноярск,66,In Transit,31/03/24 23:59,78.38097190439815
345,Екатеринбург,649,Delivered,04/02/24 15:32,-0.46944444444444444
347,Омск,597,Returned,31/03/24 23:59,56.098820196574074
347,Омск,813,Delivered,11/02/24 07:15,2.2006944444444443
347,Омск,815,Returned,31/03/24 23:59,47.20781764452546
348,Тольятти,554,Delivered,01/02/24 17:55,-0.76875
351,Тюмень,260,Returned,31/03/24 23:59,63.80390390657407
352,Екатеринбург,459,Delivered,05/02/24 21:23,3.1666666666666665
352,Екатеринбург,460,Returned,31/03/24 23:59,56.34264257493056
354,Уфа,3798,Returned,31/03/24 23:59,9.478960313460648
356,Уфа,3781,Delivered,23/03/24 11:47,0.8416666666666667
356,Уфа,3783,Returned,31/03/24 23:59,5.108482483287037
356,Уфа,3790,Delivered,23/03/24 22:10,0.8993055555555556
357,Москва,100,Delivered,17/01/24 13:55,-0.5347222222222222
357,Москва,671,In Transit,31/03/24 23:59,54.07819600577546
357,Москва,1958,Delivered,04/03/24 20:56,2.127083333333333
357,Москва,1965,Delivered,28/02/24 11:11,0.9395833333333333
359,Воронеж,424,In Transit,31/03/24 23:59,60.88624966659722
362,Ростов-на-Дону,1286,Delivered,22/02/24 04:28,2.045138888888889
362,Ростов-на-Дону,1287,Delivered,16/02/24 05:32,-0.85625
365,Воронеж,85,Returned,31/03/24 23:59,71.867722109375
365,Воронеж,3895,Delivered,24/03/24 17:51,1.1284722222222223
365,Воронеж,3896,In Transit,31/03/24 23:59,7.249555051875
365,Воронеж,3898,Delivered,23/03/24 06:52,-0.7756944444444445
366,Екатеринбург,852,Returned,31/03/24 23:59,49.96250696541667
369,Челябинск,334,In Transit,31/03/24 23:59,62.556675525972224
369,Челябинск,4766,Returned,31/03/24 23:59,-0.2742002735763889
369,Челябинск,5037,In Transit,31/03/24 23:59,-4.203883845173611
371,Казань,2617,Delivered,15/03/24 12:50,3.240972222222222
373,Уфа,138,Returned,31/03/24 23:59,69.96343129063658
373,Уфа,139,Delivered,19/01/24 17:58,0.6951388888888889
373,Уфа,140,Delivered,21/01/24 05:15,-0.40694444444444444
373,Уфа,646,Returned,31/03/24 23:59,54.35929778881945
374,Омск,458,In Transit,31/03/24 23:59,60.93099201956019
376,Екатеринбург,3420,Returned,31/03/24 23:59,9.820733786481481
378,Красноярск,204,Returned,31/03/24 23:59,67.37357576390046
379,,1467,Delivered,24/02/24 16:31,3.907638888888889
381,Санкт-Петербург,1288,Returned,31/03/24 23:59,37.84152465994213
382,Краснодар,2778,Delivered,12/03/24 22:09,1.9180555555555556
383,Краснодар,1647,In Transit,31/03/24 23:59,35.913302750081016
383,Краснодар,1648,Delivered,26/02/24 23:12,1.0104166666666667
390,Нижний Новгород,1963,Returned,31/03/24 23:59,29.513968125416667
390,Нижний Новгород,4328,Delivered,28/03/24 00:22,1.898611111111111
392,Тюмень,551,Delivered,05/02/24 20:51,0.31666666666666665
392,Тюмень,1989,Delivered,01/03/24 14:27,-0.54375
392,Тюмень,3891,In Transit,31/03/24 23:59,5.817935541238426
392,Тюмень,3893,Returned,31/03/24 23:59,4.64663847287037
393,Санкт-Петербург,890,Delivered,13/02/24 04:30,2.8833333333333333
393,Санкт-Петербург,892,Delivered,15/02/24 03:53,1.7138888888888888
394,Екатеринбург,736,Delivered,04/02/24 22:37,-0.9715277777777778
394,Екатеринбург,737,Returned,31/03/24 23:59,53.87093063606482
396,Краснодар,514,In Transit,31/03/24 23:59,55.9411411121412
398,Омск,1131,In Transit,31/03/24 23:59,44.40596240276621
398,Омск,1769,Delivered,26/02/24 08:27,0.36736111111111114
400,Ижевск,567,Delivered,08/02/24 20:47,3.4368055555555554
402,Санкт-Петербург,261,Returned,31/03/24 23:59,67.76947305462963
402,Санкт-Петербург,435,Returned,31/03/24 23:59,59.28919885943287
403,Санкт-Петербург,20,Returned,31/03/24 23:59,80.38330469724536
405,Пермь,534,In Transit,31/03/24 23:59,56.07400551923611
405,Пермь,535,In Transit,31/03/24 23:59,58.7248183574074
405,Пермь,2731,Returned,31/03/24 23:59,18.399395192824073
405,Пермь,2733,Delivered,09/03/24 17:04,0.5951388888888889
406,Пермь,3213,Delivered,19/03/24 02:39,3.5861111111111112
406,Пермь,3215,In Transit,31/03/24 23:59,13.529515432060187
407,Омск,566,Delivered,07/02/24 01:13,1.2277777777777779
408,Нижний Новгород,251,Delivered,27/01/24 09:55,3.4541666666666666
408,Нижний Новгород,252,Delivered,27/01/24 18:00,1.85
408,Нижний Новгород,253,In Transit,31/03/24 23:59,65.55381692868056
408,Нижний Новгород,2321,Delivered,06/03/24 17:22,0.51875
410,Волгоград,2502,Delivered,08/03/24 18:51,-0.2652777777777778
410,Волгоград,2503,Delivered,10/03/24 09:32,1.0506944444444444
411,Челябинск,102,In Transit,31/03/24 23:59,74.95911749116898
412,Тюмень,2445,In Transit,31/03/24 23:59,22.489506270543984
413,Саратов,2616,Delivered,11/03/24 16:09,1.2819444444444446
413,Саратов,2619,Delivered,11/03/24 17:50,1.3756944444444446
415,Воронеж,753,In Transit,31/03/24 23:59,52.57327442594907
415,Воронеж,1748,In Transit,31/03/24 23:59,
